Date,Open,High,Low,Close,Adj Close,Volume
2018-08-18,5.080000,5.380000,4.940000,5.290000,5.290000,38012475
2018-08-17,5.580000,5.650000,4.810000,5.080000,5.080000,65785337
2018-08-16,4.510000,5.590000,4.490000,5.580000,5.580000,71725388
2018-08-15,4.630000,4.810000,4.420000,4.510000,4.510000,33074605
2018-08-14,4.570000,4.920000,4.560000,4.630000,4.630000,46597994
2018-08-13,4.580000,4.600000,4.180000,4.570000,4.570000,50476645
2018-08-12,4.960000,5.170000,4.470000,4.580000,4.580000,52693161
2018-08-11,4.960000,5.170000,4.890000,4.960000,4.960000,38117190
2018-08-10,5.240000,5.330000,4.820000,4.960000,4.960000,68924438
2018-08-09,5.760000,5.810000,5.160000,5.240000,5.240000,78525927
2018-08-08,5.590000,5.940000,5.410000,5.760000,5.760000,52162934
2018-08-07,6.570000,6.570000,5.320000,5.590000,5.590000,110710996
2018-08-06,7.060000,7.230000,6.500000,6.570000,6.570000,48829965
2018-08-05,7.030000,7.160000,6.940000,7.060000,7.060000,19719770
2018-08-04,6.980000,7.110000,6.890000,7.030000,7.030000,18779402
2018-08-03,7.180000,7.300000,6.880000,6.980000,6.980000,24147281
2018-08-02,7.020000,7.250000,6.840000,7.180000,7.180000,34342751
2018-08-01,7.230000,7.330000,6.900000,7.020000,7.020000,37020891
2018-07-31,7.330000,7.410000,6.820000,7.230000,7.230000,55559957
2018-07-30,7.740000,7.740000,7.100000,7.330000,7.330000,53652729
2018-07-29,8.340000,8.350000,7.420000,7.740000,7.740000,71349159
2018-07-28,8.370000,8.460000,8.140000,8.340000,8.340000,18503121
2018-07-27,8.430000,8.450000,8.130000,8.370000,8.370000,19985772
2018-07-26,8.310000,8.530000,8.020000,8.430000,8.430000,53830349
2018-07-25,8.530000,8.870000,8.200000,8.310000,8.310000,51581216
2018-07-24,8.590000,8.960000,8.360000,8.530000,8.530000,67572226
2018-07-23,7.930000,8.690000,7.710000,8.590000,8.590000,91887949
2018-07-22,7.850000,8.430000,7.790000,7.930000,7.930000,65286043
2018-07-21,8.000000,8.290000,7.700000,7.850000,7.850000,44665914
